Attacker,Defender,Track,Outcome,Pit_Delta,Gap_Before,Tire_Delta,Def_Traffic_Gap,Att_Pit_Duration,Def_Pit_Duration,Track_Temp,Att_Hardness,Def_Hardness,Att_Compound,Def_Compound,Attacker_Lap,Defender_Lap,Target_Position
STR,GAS,Belgian Grand Prix,success,-0.3279999999999994,0.5,-3.0,1.263,25.328,25.656,27.4,2,1,MEDIUM,SOFT,20.0,23.0,8.0
GAS,TSU,Belgian Grand Prix,fail,2.907,-0.357,8.0,19.403,25.656,22.749,25.1,1,2,SOFT,MEDIUM,23.0,24.0,6.0
BOT,SAI,Belgian Grand Prix,success,0.15500000000000114,2.69,-1.0,2.662,23.39,23.235,31.5,1,1,SOFT,SOFT,6.0,7.0,13.0
BOT,MAG,Belgian Grand Prix,success,0.31400000000000006,2.052,-2.0,2.651,23.813,23.499,25.0,2,2,MEDIUM,MEDIUM,24.0,25.0,9.0
ZHO,SAR,Belgian Grand Prix,success,0.8129999999999988,1.337,-1.0,2.064,24.422,23.609,30.6,1,1,SOFT,SOFT,7.0,8.0,11.0
ALB,TSU,Belgian Grand Prix,success,2.391000000000002,2.721,-2.0,8.785,25.015,22.624,30.7,1,2,SOFT,MEDIUM,7.0,9.0,6.0
MAG,BOT,Belgian Grand Prix,success,0.25,2.284,-1.0,0.914,23.64,23.39,31.4,1,1,SOFT,SOFT,5.0,6.0,16.0
SAR,ZHO,Belgian Grand Prix,success,-0.06299999999999883,2.394,-2.0,0.464,23.968,24.031,25.0,2,2,MEDIUM,MEDIUM,24.0,25.0,14.0
SAI,SAR,Belgian Grand Prix,success,-0.37400000000000233,-0.982,-1.0,2.064,23.235,23.609,30.7,1,1,SOFT,SOFT,7.0,8.0,11.0
GAS,OCO,Dutch Grand Prix,success,6.062000000000001,0.0,-1.0,2.738,28.687,22.625,28.6,1,1,SOFT,SOFT,1.0,2.0,14.0
GAS,ALO,Dutch Grand Prix,fail,0.3279999999999994,2.47,-3.0,17.451,25.483,25.155,26.9,1,1,SOFT,SOFT,46.0,48.0,2.0
PER,NOR,Dutch Grand Prix,success,2.4849999999999994,0.0,-2.0,1.064,22.64,20.155,29.5,1,1,SOFT,SOFT,1.0,3.0,10.0
PER,RUS,Dutch Grand Prix,success,1.7650000000000006,0.0,-3.0,3.572,22.64,20.875,29.5,1,1,SOFT,SOFT,1.0,4.0,12.0
ALO,GAS,Dutch Grand Prix,success,0.514999999999997,1.832,-8.0,9.577,20.124,19.609,24.1,4,4,INTERMEDIATE,INTERMEDIATE,10.0,11.0,3.0
LEC,OCO,Dutch Grand Prix,success,10.046,0.0,-1.0,2.738,32.671,22.625,29.5,1,1,SOFT,SOFT,1.0,2.0,14.0
LEC,RUS,Dutch Grand Prix,success,11.796,0.0,-3.0,3.572,32.671,20.875,29.5,1,1,SOFT,SOFT,1.0,4.0,12.0
MAG,STR,Dutch Grand Prix,success,11.375,0.0,-3.0,3.441,31.39,20.015,28.6,1,1,SOFT,SOFT,1.0,4.0,18.0
MAG,TSU,Dutch Grand Prix,success,1.3900000000000006,1.634,-6.0,8.208,20.265,18.875,24.1,4,4,INTERMEDIATE,INTERMEDIATE,9.0,10.0,8.0
MAG,ZHO,Dutch Grand Prix,fail,0.20300000000000296,1.619,-1.0,5.494,20.609,20.406,25.6,1,2,SOFT,MEDIUM,35.0,37.0,12.0
ZHO,OCO,Dutch Grand Prix,success,0.43700000000000117,0.0,-1.0,2.738,23.062,22.625,28.6,1,1,SOFT,SOFT,1.0,2.0,14.0
ZHO,GAS,Dutch Grand Prix,fail,0.625,-0.508,-7.0,9.577,20.234,19.609,24.1,4,4,INTERMEDIATE,INTERMEDIATE,10.0,11.0,3.0
NOR,HAM,Dutch Grand Prix,success,-0.4839999999999982,-0.692,-3.0,1.057,18.859,19.343,24.9,1,1,SOFT,SOFT,42.0,45.0,8.0
NOR,OCO,Dutch Grand Prix,success,-2.2970000000000006,1.959,3.0,1.192,19.89,22.187,24.8,1,1,SOFT,SOFT,60.0,61.0,6.0
LAW,STR,Dutch Grand Prix,success,22.656,0.0,-3.0,3.441,42.671,20.015,28.6,1,1,SOFT,SOFT,1.0,4.0,18.0
BOT,MAG,Dutch Grand Prix,success,-3.905999999999999,1.052,-13.0,10.487,19.687,23.593,24.8,1,2,SOFT,MEDIUM,59.0,60.0,16.0
GAS,ZHO,Italian Grand Prix,fail,2.9849999999999994,1.59,-1.0,1.042,27.375,24.39,43.9,2,2,MEDIUM,MEDIUM,10.0,11.0,17.0
LEC,PER,Italian Grand Prix,success,0.0470000000000006,-0.793,-1.0,10.0,23.89,23.843,44.4,2,2,MEDIUM,MEDIUM,20.0,21.0,1.0
ZHO,SAR,Italian Grand Prix,success,-0.31299999999999883,1.39,-6.0,0.747,24.39,24.703,43.3,2,2,MEDIUM,MEDIUM,11.0,14.0,15.0
ZHO,LAW,Italian Grand Prix,fail,-0.015999999999998238,2.041,-5.0,0.71,24.39,24.406,43.3,2,2,MEDIUM,MEDIUM,11.0,13.0,15.0
NOR,PIA,Italian Grand Prix,success,-0.43700000000000117,0.829,-1.0,2.25,23.703,24.14,43.7,2,2,MEDIUM,MEDIUM,22.0,23.0,3.0
LAW,HUL,Italian Grand Prix,success,-1.6720000000000006,-0.79,-1.0,2.023,24.406,26.078,43.7,2,2,MEDIUM,MEDIUM,13.0,14.0,13.0
SAI,LEC,Italian Grand Prix,success,1.282,-0.63,-1.0,3.853,25.172,23.89,44.3,2,2,MEDIUM,MEDIUM,19.0,20.0,3.0
OCO,SAR,Japanese Grand Prix,success,-5.687999999999999,0.0,-1.0,1.08,26.968,32.656,43.9,2,2,MEDIUM,MEDIUM,1.0,2.0,17.0
TSU,LAW,Japanese Grand Prix,success,-0.2339999999999982,1.689,2.0,0.13,22.797,23.031,42.9,1,1,SOFT,SOFT,9.0,10.0,10.0
ZHO,SAR,Japanese Grand Prix,success,8.296,0.0,-1.0,1.08,40.952,32.656,43.9,1,2,SOFT,MEDIUM,1.0,2.0,17.0
HUL,TSU,Japanese Grand Prix,fail,0.6870000000000012,1.492,-4.0,0.202,23.484,22.797,43.1,1,1,SOFT,SOFT,8.0,9.0,12.0
BOT,SAR,Japanese Grand Prix,fail,23.078000000000003,0.0,-1.0,1.08,55.734,32.656,43.9,1,2,SOFT,MEDIUM,1.0,2.0,17.0
RUS,STR,Qatar Grand Prix,success,10.842999999999996,0.0,-3.0,0.284,39.702,28.859,37.4,2,2,MEDIUM,MEDIUM,1.0,3.0,16.0
RUS,MAG,Qatar Grand Prix,success,10.998999999999999,0.0,5.0,0.359,39.702,28.703,37.4,2,1,MEDIUM,SOFT,1.0,3.0,15.0
RUS,LAW,Qatar Grand Prix,success,10.389999999999997,0.0,5.0,0.813,39.702,29.312,37.4,2,1,MEDIUM,SOFT,1.0,3.0,17.0
ALO,PIA,Qatar Grand Prix,fail,-0.4209999999999994,2.815,-2.0,6.785,28.422,28.843,37.3,2,2,MEDIUM,MEDIUM,11.0,12.0,2.0
OCO,LEC,Qatar Grand Prix,fail,0.7349999999999994,2.347,-3.0,1.133,28.953,28.218,36.7,2,2,MEDIUM,MEDIUM,10.0,12.0,4.0
HUL,SAR,Qatar Grand Prix,unknown,3.625,-0.992,4.0,0.135,28.625,25.0,36.2,2,3,MEDIUM,HARD,39.0,40.0,17.0
SAR,HUL,United States Grand Prix,fail,1.2339999999999982,1.178,6.0,11.24,25.593,24.359,41.6,3,2,HARD,MEDIUM,32.0,34.0,12.0
HUL,STR,United States Grand Prix,fail,2.25,2.583,-1.0,0.033,26.687,24.437,41.6,3,3,HARD,HARD,19.0,20.0,10.0
BOT,ALB,United States Grand Prix,fail,0.7809999999999988,2.286,-1.0,10.166,25.046,24.265,41.4,3,3,HARD,HARD,28.0,29.0,11.0
ZHO,BOT,United States Grand Prix,fail,-0.3119999999999976,-0.544,0.0,1.862,24.734,25.046,41.4,3,3,HARD,HARD,27.0,28.0,13.0
SAR,MAG,Mexico City Grand Prix,success,0.2970000000000006,0.786,-1.0,1.069,23.953,23.656,47.0,2,2,MEDIUM,MEDIUM,22.0,23.0,13.0
TSU,NOR,Mexico City Grand Prix,fail,6.672000000000001,-0.741,-2.0,1.178,30.109,23.437,47.2,2,1,MEDIUM,SOFT,9.0,11.0,15.0
SAI,VER,Mexico City Grand Prix,fail,-0.3119999999999976,2.378,16.0,10.0,22.062,22.374,46.8,2,3,MEDIUM,HARD,30.0,33.0,1.0
BOT,ALB,Mexico City Grand Prix,fail,0.0,2.695,-2.0,4.102,23.671,23.671,46.5,2,3,MEDIUM,HARD,31.0,33.0,9.0
BOT,NOR,Mexico City Grand Prix,fail,1.093,2.23,9.0,3.715,23.671,22.578,46.5,2,3,MEDIUM,HARD,31.0,33.0,8.0
HAM,PER,São Paulo Grand Prix,success,0.2970000000000006,-0.418,-2.0,0.295,23.546,23.249,48.7,1,1,SOFT,SOFT,18.0,20.0,6.0
HUL,PIA,São Paulo Grand Prix,success,-4.250999999999998,0.0,0.0,1524.648,34.343,38.594,48.5,1,2,SOFT,MEDIUM,1.0,2.0,16.0
RUS,PER,São Paulo Grand Prix,fail,0.5010000000000012,1.947,-1.0,0.295,23.75,23.249,48.8,1,1,SOFT,SOFT,19.0,20.0,6.0
RUS,STR,São Paulo Grand Prix,success,0.06299999999999883,-0.556,-3.0,1.747,23.75,23.687,48.8,1,1,SOFT,SOFT,19.0,22.0,6.0
RUS,GAS,São Paulo Grand Prix,fail,0.28200000000000003,1.383,6.0,1.576,23.922,23.64,47.1,2,2,MEDIUM,MEDIUM,45.0,46.0,9.0
ZHO,BOT,São Paulo Grand Prix,fail,-0.12400000000000233,1.765,-3.0,2.015,24.016,24.14,48.9,1,1,SOFT,SOFT,15.0,18.0,11.0
PER,STR,Las Vegas Grand Prix,fail,11.483999999999998,0.0,-6.0,1.662,33.671,22.187,18.3,2,1,MEDIUM,SOFT,1.0,3.0,10.0
ALO,SAI,Las Vegas Grand Prix,fail,8.234000000000002,0.0,-2.0,4.625,29.39,21.156,18.3,2,2,MEDIUM,MEDIUM,1.0,3.0,16.0
SAR,HAM,Las Vegas Grand Prix,success,-3.6880000000000024,0.262,-2.0,4.937,21.406,25.094,17.9,2,3,MEDIUM,HARD,15.0,17.0,11.0
TSU,HUL,Las Vegas Grand Prix,fail,-1.8590000000000018,2.688,-2.0,2.165,20.578,22.437,17.9,1,2,SOFT,MEDIUM,10.0,12.0,17.0
HUL,MAG,Las Vegas Grand Prix,fail,0.8440000000000012,2.67,-2.0,0.99,22.437,21.593,17.8,2,2,MEDIUM,MEDIUM,12.0,14.0,15.0
RUS,LEC,Abu Dhabi Grand Prix,fail,0.8120000000000012,1.976,2.0,10.941,22.14,21.328,31.9,3,3,HARD,HARD,34.0,35.0,2.0
NOR,RUS,Abu Dhabi Grand Prix,fail,-0.5779999999999994,2.861,-1.0,3.491,21.562,22.14,31.7,3,3,HARD,HARD,33.0,34.0,3.0
PIA,RUS,Abu Dhabi Grand Prix,fail,-0.17199999999999704,1.52,-1.0,1.936,21.609,21.781,32.5,2,2,MEDIUM,MEDIUM,13.0,14.0,4.0
ALO,PIA,Abu Dhabi Grand Prix,fail,0.7339999999999982,1.255,-1.0,1.219,22.343,21.609,32.8,2,2,MEDIUM,MEDIUM,12.0,13.0,6.0
HAM,GAS,Abu Dhabi Grand Prix,success,-0.8439999999999976,0.618,-2.0,0.901,22.187,23.031,32.3,2,2,MEDIUM,MEDIUM,15.0,17.0,6.0
HAM,ALO,Abu Dhabi Grand Prix,success,0.21899999999999764,1.926,-5.0,2.763,22.031,21.812,31.7,3,3,HARD,HARD,35.0,36.0,4.0
OCO,GAS,Abu Dhabi Grand Prix,success,-0.9839999999999982,1.571,-2.0,0.901,22.047,23.031,32.3,2,2,MEDIUM,MEDIUM,15.0,17.0,6.0
MAG,RIC,Abu Dhabi Grand Prix,fail,1.0,2.475,-2.0,0.344,22.703,21.703,33.0,2,2,MEDIUM,MEDIUM,5.0,7.0,17.0
LEC,PER,Bahrain Grand Prix,fail,-0.4450000000000003,1.316,-1.0,1.118,24.048,24.493,23.4,1,1,SOFT,SOFT,11.0,12.0,3.0
NOR,LEC,Bahrain Grand Prix,fail,0.7190000000000012,2.561,-3.0,14.485,24.8,24.081,22.7,3,3,HARD,HARD,33.0,34.0,4.0
HAM,PIA,Bahrain Grand Prix,success,-0.6750000000000007,2.181,-1.0,6.624,24.119,24.794,22.7,3,3,HARD,HARD,33.0,34.0,5.0
PIA,NOR,Bahrain Grand Prix,fail,1.306000000000001,2.109,-1.0,7.385,25.416,24.11,23.6,1,1,SOFT,SOFT,12.0,13.0,3.0
STR,OCO,Bahrain Grand Prix,success,-0.33699999999999974,0.885,-1.0,0.462,24.354,24.691,23.5,1,1,SOFT,SOFT,9.0,10.0,16.0
RIC,ALB,Bahrain Grand Prix,success,0.08699999999999974,1.69,1.0,14.704,24.769,24.682,22.6,3,3,HARD,HARD,35.0,36.0,10.0
TSU,ALO,Bahrain Grand Prix,fail,-0.18900000000000006,2.486,-4.0,28.9,24.673,24.862,23.3,1,1,SOFT,SOFT,14.0,15.0,2.0
GAS,RIC,Bahrain Grand Prix,fail,5.2109999999999985,0.896,-4.0,1.56,29.802,24.591,23.6,1,1,SOFT,SOFT,12.0,13.0,10.0
STR,TSU,Australian Grand Prix,success,-0.7749999999999986,-0.949,0.0,5.864,17.75,18.525,38.9,2,2,MEDIUM,MEDIUM,8.0,9.0,9.0
TSU,STR,Australian Grand Prix,fail,-0.35199999999999676,2.561,-3.0,12.754,17.478,17.83,38.2,3,3,HARD,HARD,36.0,37.0,8.0
ALB,MAG,Australian Grand Prix,success,-0.6400000000000006,0.478,-1.0,4.841,17.573,18.213,39.3,2,2,MEDIUM,MEDIUM,6.0,7.0,15.0
ALB,OCO,Australian Grand Prix,success,-0.7399999999999984,-0.65,-3.0,1.318,17.573,18.313,39.3,2,2,MEDIUM,MEDIUM,6.0,9.0,13.0
RIC,ZHO,Australian Grand Prix,success,-0.8030000000000008,-0.524,-1.0,4.923,18.142,18.945,38.9,1,1,SOFT,SOFT,5.0,6.0,17.0
HAM,STR,Australian Grand Prix,fail,-0.20700000000000074,1.57,-2.0,1.941,17.543,17.75,39.3,1,2,SOFT,MEDIUM,7.0,8.0,12.0
HAM,RUS,Australian Grand Prix,fail,-0.40000000000000213,2.814,-1.0,2.574,17.543,17.943,39.3,1,2,SOFT,MEDIUM,7.0,8.0,11.0
PIA,ALO,Japanese Grand Prix,fail,0.44399999999999906,1.437,-1.0,0.213,23.445,23.001,36.7,2,1,MEDIUM,SOFT,12.0,13.0,5.0
HUL,ZHO,Japanese Grand Prix,success,-0.09600000000000009,0.651,-1.0,1.333,23.683,23.779,38.8,1,1,SOFT,SOFT,5.0,7.0,16.0
HUL,STR,Japanese Grand Prix,fail,1.279,-0.844,16.0,3.128,24.127,22.848,36.5,3,3,HARD,HARD,33.0,34.0,11.0
BOT,TSU,Japanese Grand Prix,success,1.5489999999999995,0.681,-3.0,4.895,24.683,23.134,38.8,1,1,SOFT,SOFT,6.0,7.0,10.0
STR,GAS,Chinese Grand Prix,fail,11.974000000000004,2.465,-6.0,0.396,34.703,22.729,28.9,2,3,MEDIUM,HARD,35.0,38.0,16.0
TSU,HAM,Chinese Grand Prix,success,0.7110000000000021,-0.771,-1.0,1.426,23.059,22.348,30.9,1,1,SOFT,SOFT,8.0,9.0,17.0
ALB,GAS,Chinese Grand Prix,success,-16.435000000000002,-0.607,-2.0,0.619,23.177,39.612,30.7,2,2,MEDIUM,MEDIUM,9.0,11.0,11.0
ZHO,HAM,Chinese Grand Prix,fail,0.8960000000000008,2.269,-1.0,1.426,23.244,22.348,30.9,2,1,MEDIUM,SOFT,8.0,9.0,17.0
HUL,OCO,Chinese Grand Prix,success,0.010999999999999233,-0.919,-1.0,1.847,22.995,22.984,30.9,2,2,MEDIUM,MEDIUM,8.0,9.0,13.0
HAM,OCO,Chinese Grand Prix,fail,-0.620000000000001,2.629,-2.0,0.671,22.549,23.169,29.6,2,3,MEDIUM,HARD,21.0,23.0,11.0
STR,HUL,Miami Grand Prix,fail,-0.06499999999999773,1.365,0.0,1.415,23.015,23.08,44.7,2,2,MEDIUM,MEDIUM,11.0,12.0,12.0
RUS,HAM,Miami Grand Prix,fail,0.7129999999999974,2.431,1.0,2.146,22.848,22.135,45.5,2,3,MEDIUM,HARD,24.0,26.0,7.0
TSU,HUL,Emilia Romagna Grand Prix,success,-0.04399999999999693,0.845,-1.0,2.68,29.763,29.807,39.4,2,2,MEDIUM,MEDIUM,12.0,13.0,9.0
RIC,TSU,Emilia Romagna Grand Prix,fail,0.36499999999999844,2.432,-1.0,0.201,30.128,29.763,39.6,2,2,MEDIUM,MEDIUM,11.0,12.0,11.0
GAS,SAR,Emilia Romagna Grand Prix,success,-0.5060000000000002,1.881,-9.0,3.067,30.576,31.082,42.4,3,3,HARD,HARD,30.0,31.0,16.0
ALO,BOT,Emilia Romagna Grand Prix,fail,1.0809999999999995,2.72,-1.0,2.18,31.355,30.274,40.7,1,2,SOFT,MEDIUM,7.0,8.0,19.0
HAM,VER,Monaco Grand Prix,fail,0.4250000000000007,1.442,-1.0,17.044,24.091,23.666,43.0,2,2,MEDIUM,MEDIUM,51.0,52.0,6.0
GAS,PER,Canadian Grand Prix,fail,0.17599999999999838,-0.605,-3.0,0.897,24.551,24.375,21.3,4,4,INTERMEDIATE,INTERMEDIATE,40.0,43.0,15.0
GAS,BOT,Canadian Grand Prix,fail,-0.2789999999999999,2.207,-27.0,3.932,24.551,24.83,21.3,4,4,INTERMEDIATE,INTERMEDIATE,40.0,42.0,16.0
MAG,PER,Canadian Grand Prix,fail,0.532,1.678,-2.0,0.897,24.907,24.375,22.3,4,4,INTERMEDIATE,INTERMEDIATE,41.0,43.0,15.0
MAG,SAI,Canadian Grand Prix,fail,0.6419999999999995,2.847,-2.0,2.048,24.907,24.265,22.3,4,4,INTERMEDIATE,INTERMEDIATE,41.0,43.0,14.0
RIC,ALB,Canadian Grand Prix,fail,-1.0670000000000002,2.999,-2.0,2.607,23.774,24.841,24.9,4,4,INTERMEDIATE,INTERMEDIATE,43.0,44.0,10.0
HAM,PIA,Canadian Grand Prix,fail,0.6539999999999999,0.641,-1.0,17.039,24.103,23.449,23.9,4,4,INTERMEDIATE,INTERMEDIATE,43.0,44.0,4.0
RUS,NOR,Canadian Grand Prix,fail,1.4839999999999982,-0.431,-1.0,10.0,25.459,23.975,25.9,4,4,INTERMEDIATE,INTERMEDIATE,45.0,47.0,1.0
BOT,RIC,Canadian Grand Prix,fail,1.0559999999999974,0.496,25.0,0.704,24.83,23.774,22.9,4,4,INTERMEDIATE,INTERMEDIATE,42.0,43.0,13.0
PIA,NOR,Canadian Grand Prix,fail,-0.5259999999999998,1.443,-2.0,10.0,23.449,23.975,25.7,4,4,INTERMEDIATE,INTERMEDIATE,44.0,47.0,1.0
PIA,RUS,Canadian Grand Prix,fail,-2.009999999999998,1.952,-1.0,4.054,23.449,25.459,25.7,4,4,INTERMEDIATE,INTERMEDIATE,44.0,45.0,3.0
SAI,HAM,Spanish Grand Prix,success,0.33999999999999986,0.758,-4.0,2.726,22.31,21.97,42.3,1,1,SOFT,SOFT,15.0,16.0,4.0
HUL,PER,Spanish Grand Prix,fail,0.4610000000000021,-0.568,-4.0,2.183,22.646,22.185,41.6,1,1,SOFT,SOFT,12.0,13.0,10.0
HUL,OCO,Spanish Grand Prix,fail,0.786999999999999,2.638,-4.0,7.662,22.646,21.859,41.6,1,1,SOFT,SOFT,12.0,13.0,9.0
ZHO,MAG,Spanish Grand Prix,success,-0.9209999999999994,1.393,-1.0,0.467,22.465,23.386,42.5,1,1,SOFT,SOFT,9.0,10.0,16.0
MAG,BOT,Spanish Grand Prix,fail,0.6389999999999993,1.349,-1.0,2.45,23.386,22.747,42.4,1,1,SOFT,SOFT,10.0,11.0,14.0
HAM,SAI,Austrian Grand Prix,fail,0.4480000000000004,2.294,-1.0,2.695,21.653,21.205,48.3,2,2,MEDIUM,MEDIUM,21.0,22.0,4.0
MAG,HUL,Austrian Grand Prix,success,-0.7970000000000006,1.598,-1.0,0.56,21.57,22.367,48.7,2,2,MEDIUM,MEDIUM,10.0,11.0,10.0
RIC,MAG,Austrian Grand Prix,fail,-0.8219999999999992,1.991,-1.0,0.463,20.914,21.736,46.3,3,3,HARD,HARD,37.0,38.0,10.0
GAS,OCO,Austrian Grand Prix,success,0.990000000000002,-0.937,-2.0,0.811,22.138,21.148,48.0,3,3,HARD,HARD,42.0,43.0,9.0
STR,TSU,Austrian Grand Prix,fail,0.04499999999999815,2.822,0.0,11.688,21.476,21.431,47.8,2,2,MEDIUM,MEDIUM,20.0,21.0,8.0
BOT,STR,Austrian Grand Prix,fail,0.4510000000000005,2.023,-2.0,0.163,21.927,21.476,47.6,2,2,MEDIUM,MEDIUM,19.0,20.0,11.0
BOT,STR,Austrian Grand Prix,fail,0.41100000000000136,2.214,0.0,0.232,21.937,21.526,48.0,3,2,HARD,MEDIUM,42.0,43.0,11.0
ALO,ALB,Austrian Grand Prix,success,-0.29100000000000037,-0.584,2.0,1.802,21.438,21.729,49.0,2,2,MEDIUM,MEDIUM,11.0,12.0,12.0
HAM,PIA,British Grand Prix,success,-0.6059999999999981,2.262,-1.0,10.0,28.989,29.595,21.2,2,2,MEDIUM,MEDIUM,27.0,28.0,1.0
HAM,NOR,British Grand Prix,success,-0.3240000000000016,1.935,-1.0,10.0,30.037,30.361,24.2,4,4,INTERMEDIATE,INTERMEDIATE,38.0,39.0,1.0
PIA,SAI,British Grand Prix,success,0.4140000000000015,0.967,-3.0,21.526,29.341,28.927,24.2,4,4,INTERMEDIATE,INTERMEDIATE,38.0,39.0,2.0
STR,ALO,British Grand Prix,success,-0.3230000000000004,1.242,-1.0,7.434,29.055,29.378,21.4,2,2,MEDIUM,MEDIUM,26.0,27.0,7.0
RIC,SAR,British Grand Prix,fail,0.5310000000000024,1.433,0.0,12.772,29.966,29.435,23.8,4,4,INTERMEDIATE,INTERMEDIATE,37.0,38.0,11.0
NOR,PIA,Hungarian Grand Prix,success,-0.5770000000000017,2.051,-1.0,10.0,21.279,21.856,46.6,3,3,HARD,HARD,45.0,47.0,1.0
PER,TSU,Hungarian Grand Prix,fail,-0.15500000000000114,1.975,-1.0,1.478,21.323,21.478,41.0,3,2,HARD,MEDIUM,28.0,29.0,8.0
RIC,ALB,Hungarian Grand Prix,success,-2.187000000000001,2.365,-2.0,0.065,21.394,23.581,41.0,3,3,HARD,HARD,28.0,29.0,15.0
ALB,ALO,Hungarian Grand Prix,fail,-0.45700000000000074,1.52,-3.0,0.557,22.081,22.538,46.7,1,1,SOFT,SOFT,6.0,7.0,8.0
MAG,RIC,Hungarian Grand Prix,success,0.8109999999999999,-0.517,-1.0,0.819,21.891,21.08,46.7,1,2,SOFT,MEDIUM,6.0,7.0,10.0
OCO,SAR,Hungarian Grand Prix,success,-0.045999999999999375,-0.647,-1.0,5.15,21.375,21.421,40.7,3,3,HARD,HARD,30.0,33.0,14.0
LEC,HAM,Belgian Grand Prix,fail,0.7289999999999992,2.421,-2.0,10.0,23.394,22.665,43.5,3,3,HARD,HARD,25.0,26.0,1.0
OCO,ALO,Belgian Grand Prix,fail,0.3309999999999995,2.727,-1.0,0.102,23.447,23.116,42.9,2,2,MEDIUM,MEDIUM,12.0,13.0,6.0
RIC,GAS,Belgian Grand Prix,success,-0.35999999999999943,1.572,-1.0,0.426,22.657,23.017,42.9,1,2,SOFT,MEDIUM,8.0,9.0,14.0
RIC,ALB,Belgian Grand Prix,success,-0.6489999999999974,0.798,-2.0,1.337,22.231,22.88,43.4,2,2,MEDIUM,MEDIUM,21.0,23.0,11.0
GAS,BOT,Belgian Grand Prix,success,-0.17900000000000205,-0.873,-2.0,0.501,23.017,23.196,43.1,2,2,MEDIUM,MEDIUM,9.0,11.0,11.0
BOT,OCO,Belgian Grand Prix,success,-0.25099999999999767,2.065,-1.0,0.374,23.196,23.447,43.3,2,2,MEDIUM,MEDIUM,11.0,12.0,8.0
